clip_id,sentence
5ok8y3eheq8_10-1-rgb_front,What makes the difference?
5ok8y3eheq8_15-1-rgb_front,You're going to lose some money.
5ok8y3eheq8_18-1-rgb_front,That's a really good place.
5ok8y3eheq8_2-1-rgb_front,It's four by five.
5ok8y3eheq8_4-1-rgb_front,Now black and white film you can still buy.
5ok8y3eheq8_5-1-rgb_front,You can still develop it yourself.
5ok8y3eheq8_6-1-rgb_front,"So it's really very available, easily, easily gotten."
5ok8y3eheq8_9-1-rgb_front,And that's one thing that really interests me as a photographer is what is it.
5pvdT18f92A_0-8-rgb_front,CLANCY ROSE: Now we will get into steaming the milk.
5pvdT18f92A_8-8-rgb_front,So I will demonstrate that.
5q5q5d8vP24_11-8-rgb_front,It's always easier with a smaller swing.
5q5q5d8vP24_9-8-rgb_front,Which one is easier to do?
5qji7JFwR3M_6-8-rgb_front,That means it'll have fibers out of the wood.
5sFOPW5LyA4_0-8-rgb_front,"BEN GRAHAM: Playing offense, you need a bat."
5sFOPW5LyA4_1-8-rgb_front,You gotta have something to hit the ball.
5sFOPW5LyA4_10-8-rgb_front,"Sometimes, you'll find them wrapped in leather."
5sFOPW5LyA4_16-8-rgb_front,This is well suited for a smaller player.
5sFOPW5LyA4_2-8-rgb_front,This is how the game gets going.
5sFOPW5LyA4_21-8-rgb_front,Your right hand goes on top.
5sFOPW5LyA4_22-8-rgb_front,"Again, you hold it in your fingers."
5sFOPW5LyA4_3-8-rgb_front,This is a standard aluminum bat.
5sFOPW5LyA4_6-8-rgb_front,It gets fatter towards the barrel.
5sFOPW5LyA4_8-8-rgb_front,This is the handle of the bat and you'll notice that it's wrapped.
5sFOPW5LyA4_9-8-rgb_front,This is wrapped in rubber.
5sdZhVCmDJ4_3-4-rgb_front,Have a bargain golf ball bin.
5uS1lEos3KI_11-8-rgb_front,It doesn't work the same.
5uS1lEos3KI_12-8-rgb_front,"So you really need to, this holds your body heat in."
5uS1lEos3KI_15-8-rgb_front,So either way.
5uS1lEos3KI_16-8-rgb_front,Plastic cap or saran wrap.
5uS1lEos3KI_18-8-rgb_front,You can see the steam building up.
5uS1lEos3KI_19-8-rgb_front,So that means we've got her wrapped properly.
5uS1lEos3KI_20-8-rgb_front,And that's how you want to put the plastic on her scalp.
5uS1lEos3KI_21-8-rgb_front,Make sure she's covered completely.
5uS1lEos3KI_3-8-rgb_front,We want to totally wrap her hair in this.
5uS1lEos3KI_4-8-rgb_front,Just make believe she's a leftover.
5uS1lEos3KI_5-8-rgb_front,The plastic wrap sticks to itself.
5uS1lEos3KI_6-8-rgb_front,She's totally wrapped.
5ujm3ZXVd-o_4-5-rgb_front,You can strap these right on the outside.
5ujm3ZXVd-o_7-5-rgb_front,And they don't get in the way.
5vl23AL3mpY_10-8-rgb_front,Good.
5vl23AL3mpY_11-8-rgb_front,Let's take it walking forward.
5vl23AL3mpY_12-8-rgb_front,Step right foot and lift.
5vl23AL3mpY_17-8-rgb_front,Step and then feet together.
5vl23AL3mpY_18-8-rgb_front,Step feet together.
5vl23AL3mpY_19-8-rgb_front,Step feet together.
5vl23AL3mpY_2-8-rgb_front,"Elbow back, weights going to shift to the right foot and lift."
5vl23AL3mpY_20-8-rgb_front,Step together.
5vl23AL3mpY_21-8-rgb_front,Make sure the knee is bent.
5vl23AL3mpY_23-8-rgb_front,Step elbow stays back.
5vl23AL3mpY_24-8-rgb_front,Good so you can take this movement forward and back.
5vl23AL3mpY_25-8-rgb_front,Step together.
5vl23AL3mpY_3-8-rgb_front,Step and lift.
5vl23AL3mpY_4-8-rgb_front,Good.
5vl23AL3mpY_6-8-rgb_front,The hand stays stationary.
5vl23AL3mpY_7-8-rgb_front,Lift.
5vl23AL3mpY_8-8-rgb_front,Step and lift.
5wj8qq7-SSs_12-8-rgb_front,Because it's cute and it's colorful.
5wj8qq7-SSs_16-8-rgb_front,Which one would you like me to read?
5wj8qq7-SSs_18-8-rgb_front,That simple.
5wj8qq7-SSs_20-8-rgb_front,"That's book covers, part two."
5wj8qq7-SSs_6-8-rgb_front,"Oh, because there's a little girl in the picture."
5wj8qq7-SSs_7-8-rgb_front,Why would you like me to read this book?
5wj8qq7-SSs_8-8-rgb_front,Because there's a character.
5wmHJ2neRQQ_13-5-rgb_front,"So, if I'm going to fade the ball, I'm going to aim to the right side, like that."
5wmHJ2neRQQ_2-5-rgb_front,And how do we deal with that?
5wuZyWxHXD0_10-8-rgb_front,"And again, speed it up."
5wuZyWxHXD0_11-8-rgb_front,Make sure your upper body stays nice and level.
5wuZyWxHXD0_12-8-rgb_front,Keep those ankles pulled in toward each other.
5wuZyWxHXD0_14-8-rgb_front,Keep your head nice and still.
5wuZyWxHXD0_15-8-rgb_front,Very good.
5wuZyWxHXD0_16-8-rgb_front,Keep that belly button in.
5wuZyWxHXD0_3-8-rgb_front,Watch your upper body.
5wuZyWxHXD0_4-8-rgb_front,Make sure that belly button's pulled in nice and tight.
5wuZyWxHXD0_6-8-rgb_front,Good.
5wuZyWxHXD0_8-8-rgb_front,Little faster.
5wuZyWxHXD0_9-8-rgb_front,"Forward, forward, forward, forward, forward."
5x3CorS_t30_5-5-rgb_front,"Alright, so what are we going to do?"
5x3CorS_t30_6-5-rgb_front,We're going to get some great shrimp.
5x3CorS_t30_7-5-rgb_front,Let me talk about stuffed shrimp first of all.
5x3CorS_t30_8-5-rgb_front,What I know about it is that it's amazing.
5xJEFXSwAvE_8-8-rgb_front,Creating the correct angle.
5z6E_azb1Dg_11-3-rgb_front,Isn't that exciting?
5z6E_azb1Dg_14-3-rgb_front,This is a good example because we have a different color.
5z6E_azb1Dg_16-3-rgb_front,Does that make sense?
5z6E_azb1Dg_17-3-rgb_front,Let me do it again.
5z6E_azb1Dg_2-3-rgb_front,"You just go in, you pull it back up and you're good to go."
5z6E_azb1Dg_20-3-rgb_front,See that?
5z6E_azb1Dg_23-3-rgb_front,We're now at black and white.
5z6E_azb1Dg_3-3-rgb_front,Let's finish this row.
5z6E_azb1Dg_4-3-rgb_front,Knit.
5z6E_azb1Dg_5-3-rgb_front,Now I'm happy.
5z6E_azb1Dg_8-3-rgb_front,I have this here.
BFTBP-LfR0A_0-8-rgb_front,"BILL ALBIN: Hello, I'm Bill Albin."
BFTBP-LfR0A_13-8-rgb_front,So then you set up your tripod.
BJ8iJ9ps2NY_0-8-rgb_front,Hi!
BJIygZtYwXM_1-3-rgb_front,And we'll move right down here to this lower corner here.
BJIygZtYwXM_11-3-rgb_front,Not very big.
BJIygZtYwXM_12-3-rgb_front,"Really small, sort of a little lips expression."
BJIygZtYwXM_13-3-rgb_front,That just looks gloomy.
BJIygZtYwXM_17-3-rgb_front,The eyes being long and low.
BJIygZtYwXM_18-3-rgb_front,The mouth being small.
BJIygZtYwXM_19-3-rgb_front,The eyebrows being up.
BJIygZtYwXM_2-3-rgb_front,And we'll start with the eyes.
BJIygZtYwXM_4-3-rgb_front,Just like that.
BJIygZtYwXM_5-3-rgb_front,Almost to the bottom of his eyes there.
BJIygZtYwXM_6-3-rgb_front,Come in here and draw his nose very quick.
BJIygZtYwXM_9-3-rgb_front,Just like that.
BJebuYFoRis_10-8-rgb_front,"And then, you put your hot water in."
BJebuYFoRis_13-8-rgb_front,"And, you can see the color changed with time."
BJebuYFoRis_14-8-rgb_front,Can the camera catch this?
BJebuYFoRis_16-8-rgb_front,"And, the flowering tea will bloom."
BJebuYFoRis_2-8-rgb_front,This is a Yana glass teapot.
BJebuYFoRis_21-8-rgb_front,Do you notice that?
BJebuYFoRis_3-8-rgb_front,This teapot is amazing.
BJebuYFoRis_6-8-rgb_front,You will know what I mean in just a second.
BKHAvX9rFw0_1-8-rgb_front,"Now, this trick has a lot of different things going on."
BKHAvX9rFw0_4-8-rgb_front,"Now, the things that are involved in the snatch."
BKHAvX9rFw0_9-8-rgb_front,It's a very dynamic trick.
BM_Z20gA5Ko_1-8-rgb_front,"Today we're going to be discussing Magic, The Gathering, the card game."
BM_Z20gA5Ko_10-8-rgb_front,"We destroy him, and this is all during the end phase."
BM_Z20gA5Ko_11-8-rgb_front,He goes to the graveyard.
BM_Z20gA5Ko_13-8-rgb_front,One zombie is now in play.
BM_Z20gA5Ko_17-8-rgb_front,Those are the phases of the game.
BM_Z20gA5Ko_3-8-rgb_front,Usually people just say they are done.
BM_Z20gA5Ko_9-8-rgb_front,We're going to destroy the bone emitter.
BOAuIAm-p_A_13-8-rgb_front,This is the roll from the inside.
BOAuIAm-p_A_18-8-rgb_front,You can just cut up magazines and find different pictures to paste on the wagon.
BOAuIAm-p_A_19-8-rgb_front,And we're going to be using some tissue paper as well to cover the wagon.
BOAuIAm-p_A_25-8-rgb_front,And we're going to need some beads.
BOAuIAm-p_A_3-8-rgb_front,The first thing that we'll need is twenty four CDs.
BOAuIAm-p_A_7-8-rgb_front,And we'll need some wooden sticks.
BOAuIAm-p_A_9-8-rgb_front,We're going to need two of these.
BOBpYTUfuzs_0-8-rgb_front,Hi.
BOBpYTUfuzs_10-8-rgb_front,"So that's a single tip, you can actually go right and left."
BOBpYTUfuzs_6-8-rgb_front,I hold it this way.
BQGyl8K8KZE_11-8-rgb_front,Down and back up.
BQGyl8K8KZE_13-8-rgb_front,That's the alternating side lunge.
BQGyl8K8KZE_7-8-rgb_front,"Let's do one more like that, Karie."
BQGyl8K8KZE_9-8-rgb_front,There you go.
BQoH1leUUlk_1-5-rgb_front,We centered it.
BQoH1leUUlk_12-5-rgb_front,"Over here, the little wing nut."
BQoH1leUUlk_14-5-rgb_front,And we're going to now measure the top lip.
BQoH1leUUlk_15-5-rgb_front,Use this tool.
BQoH1leUUlk_17-5-rgb_front,It's just a little smaller.
BQoH1leUUlk_8-5-rgb_front,Like that.
BQoH1leUUlk_9-5-rgb_front,Okay?
BRBt1zOfZnc_0-3-rgb_front,Hello!
BRBt1zOfZnc_11-3-rgb_front,It's quite a thing.
BRBt1zOfZnc_13-3-rgb_front,It's really incredible; it's beautiful.
BRBt1zOfZnc_14-3-rgb_front,These are the things that go on in small towns.
BRBt1zOfZnc_15-3-rgb_front,We try to exist.
BRBt1zOfZnc_3-3-rgb_front,It's kind of a nice Saturday night.
BRBt1zOfZnc_4-3-rgb_front,It's cooling off.
BRa6-tUUd0E_0-8-rgb_front,Hi!
BT6nLJAINgo_1-8-rgb_front,First you're going to need your strap.
BT6nLJAINgo_10-8-rgb_front,And you can leave a little extra on the bottom.
BT6nLJAINgo_11-8-rgb_front,Also use scissors.
BT6nLJAINgo_12-8-rgb_front,Not your fabric scissors.
BT6nLJAINgo_13-8-rgb_front,Use your junk scissors to cut this wire.
BT6nLJAINgo_14-8-rgb_front,So there we go.
BT6nLJAINgo_17-8-rgb_front,"We undo that, measure it out."
BT6nLJAINgo_19-8-rgb_front,Cut it.
BT6nLJAINgo_20-8-rgb_front,"And again, use not your good fabric scissors."
BT6nLJAINgo_21-8-rgb_front,Use other scissors or wire cutters to cut this.
BT6nLJAINgo_22-8-rgb_front,And there you go.
BT6nLJAINgo_4-8-rgb_front,Either one will work well.
BT6nLJAINgo_6-8-rgb_front,And you don't have to go around the bottom.
BT6nLJAINgo_7-8-rgb_front,Just around three sides is fine.
BT6nLJAINgo_8-8-rgb_front,But you want to make sure it goes around the edges.
BT6nLJAINgo_9-8-rgb_front,And it doesn't have to be exact.
BTjsEc67kyM_11-5-rgb_front,Don't put a stop to it.
BTjsEc67kyM_8-5-rgb_front,"Be as direct as you can, about, ""I'm not going to give you the information that you want"", and then try to switch topics, and this you might see a little bit more in a work environment."
BUrqXtTa46Y_4-8-rgb_front,They will point you in the right direction for that.
BUrqXtTa46Y_6-8-rgb_front,Usually your local league will have a website.
BUrqXtTa46Y_7-8-rgb_front,Or you can just go down to the local league office and pick it up.
BVgS_-Tnhvk_6-5-rgb_front,Alright?
BXa-8t_3mHs_0-8-rgb_front,"Hey, hi."
BXa-8t_3mHs_1-8-rgb_front,I'm Tim Gipson.
BXa-8t_3mHs_18-8-rgb_front,Okay?
BXa-8t_3mHs_2-8-rgb_front,I'm going to talk to you about how you use a hand plane.
BXa-8t_3mHs_22-8-rgb_front,And that'll help you in making sure that you make good cuts with your plane.
B_e7YfBqy_s_13-5-rgb_front,No matter what anybody might say about it.
B_e7YfBqy_s_14-5-rgb_front,Just don't be afraid.
B_e7YfBqy_s_15-5-rgb_front,Do what you love.
B_e7YfBqy_s_7-5-rgb_front,A shape is just the jump off point for a design.
B_e7YfBqy_s_8-5-rgb_front,This is U-Line.
B_tPIrQM91w_11-8-rgb_front,Then you want to fill in the whole entire lip.
B_tPIrQM91w_13-8-rgb_front,The whole lip needs to be filled in with this color.
B_tPIrQM91w_14-8-rgb_front,That's going to keep it looking blended.
B_tPIrQM91w_15-8-rgb_front,It's going to keep your lipstick on longer.
B_tPIrQM91w_2-8-rgb_front,It's kind of a nude color.
B_tPIrQM91w_3-8-rgb_front,"Very, very neutral."
B_tPIrQM91w_4-8-rgb_front,That's what you want to use.
B_tPIrQM91w_6-8-rgb_front,You want it to blend completely.
B_tPIrQM91w_8-8-rgb_front,What you want to do is you want to line the entire lip.
B_tPIrQM91w_9-8-rgb_front,Just outline your natural lip line.
B_ye00IgI4w_10-5-rgb_front,We'll come in here and add some details.
B_ye00IgI4w_14-5-rgb_front,That's looking interesting.
B_ye00IgI4w_15-5-rgb_front,Like that.
B_ye00IgI4w_4-5-rgb_front,"Kind of come down, like so."
BbBdxWO88-I_19-8-rgb_front,"And honestly, you can rub it all over."
BbBdxWO88-I_22-8-rgb_front,"So, just rub it in really well."
BbBdxWO88-I_24-8-rgb_front,You can rub it into your face as well.
BbBdxWO88-I_26-8-rgb_front,"It's just a nice, soothing feel."
BbBdxWO88-I_27-8-rgb_front,I'll show you an alternative to this as well.
BbBdxWO88-I_28-8-rgb_front,I love the milk products.
BbBdxWO88-I_29-8-rgb_front,Here we go.
BbBdxWO88-I_32-8-rgb_front,"So, make sure you get the milk."
BbBdxWO88-I_33-8-rgb_front,There are a couple of different variations you can get.
BbBdxWO88-I_34-8-rgb_front,Go to your local beauty store.
BbM3wYI7H8U_1-8-rgb_front,"So, I'm going to do is all the four basic punches together."
BbM3wYI7H8U_11-8-rgb_front,"Now, when this goes pretty fast."
BbM3wYI7H8U_12-8-rgb_front,"Again, if your doing this to music which is definitely a lot more fun."
BbM3wYI7H8U_14-8-rgb_front,"Jab, cross, hook, up."
BbM3wYI7H8U_15-8-rgb_front,"Jab, cross, hook, up."
BbM3wYI7H8U_17-8-rgb_front,"Jab, cross, hook, up."
BbM3wYI7H8U_18-8-rgb_front,You don't want them to ever stay planted.
BbM3wYI7H8U_19-8-rgb_front,"Remember, the knees."
BbM3wYI7H8U_2-8-rgb_front,"Jab, cross, hook, uppercut."
BbM3wYI7H8U_20-8-rgb_front,You don't want those to tweak.
BbM3wYI7H8U_21-8-rgb_front,So picking them up.
BbM3wYI7H8U_22-8-rgb_front,"Jab, cross, hook, up."
BbM3wYI7H8U_23-8-rgb_front,"Jab, cross, hook, up."
BbM3wYI7H8U_24-8-rgb_front,You want to make sure were picking the feet up.
BbM3wYI7H8U_25-8-rgb_front,"Cause again, feet planted not so good."
BbM3wYI7H8U_3-8-rgb_front,"So, your going to get your guard up."
BbM3wYI7H8U_4-8-rgb_front,"Were prepped , were ready to go."
BbM3wYI7H8U_6-8-rgb_front,Then we go into a hook.
BbM3wYI7H8U_7-8-rgb_front,"And, then to an upper cut."
BbM3wYI7H8U_8-8-rgb_front,Try it with a little tempo.
Bbd7ZBJK9xc_10-8-rgb_front,Bottoms up.
Bbd7ZBJK9xc_3-8-rgb_front,There we go.
Bbd7ZBJK9xc_4-8-rgb_front,And we're just going to mix this up real well.
Bbd7ZBJK9xc_5-8-rgb_front,We got a nice Crocodile green color.
Bbd7ZBJK9xc_6-8-rgb_front,Get everything blended.
BdMNUzr3wy4_2-11-rgb_front,"Stay, come on, harness."
BdMNUzr3wy4_3-11-rgb_front,Good.
BdMNUzr3wy4_4-11-rgb_front,Wow.
Bf5CyPGOpW8_19-4-rgb_front,So I'm going to go ahead and leave my aperture there.
Bf5CyPGOpW8_22-4-rgb_front,So yeah check it out.
Bf5CyPGOpW8_5-4-rgb_front,By scrolling to the left I'm increasing the aperture.
Bf5CyPGOpW8_8-4-rgb_front,I mean really razor thin millimeter.
BfS0S717ykQ_5-2-rgb_front,Rogaine is also another great choice.
BfS0S717ykQ_6-2-rgb_front,It is a treatment that you would use.
BfS0S717ykQ_9-2-rgb_front,A home remedy would be honey mixed with egg yolk.
BgBlryfScI0_0-5-rgb_front,Welcome!
BgBlryfScI0_7-5-rgb_front,It is very easy to be distracted.
BiBFHSdmhrM_14-5-rgb_front,She'll walk away.
BijxDWaiuE8_4-8-rgb_front,Once we're here we're going to go to make it your own.
Bj2WVQTQR_Q_5-8-rgb_front,And then we are ready to winch it up.
BkDSzdSQlE0_12-4-rgb_front,That is a runner's stretch in the modern dance style.
BlhCuryvt88_11-8-rgb_front,"And then you're simply going to push down, into the pot."
BlhCuryvt88_12-8-rgb_front,You're going to want to get a little bit of water in that.
BlhCuryvt88_19-8-rgb_front,"But once you get good at it, you'll just be able to push down."
BlhCuryvt88_20-8-rgb_front,"And you'll know, pretty much where you are."
BlhCuryvt88_21-8-rgb_front,Now the next step is opening the form.
BlhCuryvt88_23-8-rgb_front,And you use your hand like this.
BlhCuryvt88_24-8-rgb_front,And you put it inside the pot.
BlhCuryvt88_25-8-rgb_front,"And what I'm going to be doing, is pushing down."
BlhCuryvt88_26-8-rgb_front,And pulling towards me.
BlhCuryvt88_28-8-rgb_front,"And so, here we go."
BlhCuryvt88_29-8-rgb_front,You just pull out and down.
BlhCuryvt88_34-8-rgb_front,"In this case, a plant pot."
BlhCuryvt88_35-8-rgb_front,"And you know, I use this finger here."
BlhCuryvt88_36-8-rgb_front,As I'm gripping to create a nice edge on the inside.
BlhCuryvt88_37-8-rgb_front,And there we go.
BlhCuryvt88_40-8-rgb_front,And then we're going to shape the pot.
BlhCuryvt88_41-8-rgb_front,"And we're going to show you that, next."
Bnm6QaAj6Qo_5-3-rgb_front,"So, this is one thing that's in there."
BoBx1pDyFog_0-8-rgb_front,The very first cast we're going to cover is the Roll cast.
BoBx1pDyFog_15-8-rgb_front,"Now, I mentioned the word stop."
BoBx1pDyFog_31-8-rgb_front,Did you see how I slid it back?
BoBx1pDyFog_32-8-rgb_front,Sliding back is the most important thing.
BoBx1pDyFog_36-8-rgb_front,That enables a nice casting stroke.
BoBx1pDyFog_38-8-rgb_front,"OKay, now I'll just pick up the tempo so you can see this."
BoBx1pDyFog_46-8-rgb_front,Flick.
BoBx1pDyFog_47-8-rgb_front,See it go on its way?
BoBx1pDyFog_48-8-rgb_front,OKay.
BoBx1pDyFog_49-8-rgb_front,That is the basics of the good Roll cast.
BoBx1pDyFog_7-8-rgb_front,Seventy percent do not.
BoBx1pDyFog_8-8-rgb_front,OKay?
BpYDl3AO4B8_0-1-rgb_front,O.k.
BpYDl3AO4B8_28-1-rgb_front,And we're going to do that in the next segment.
BrinTPjveZY_0-3-rgb_front,SHERYL MCGLOCHLIN: Hi.
BrinTPjveZY_4-3-rgb_front,You know there's going to be different weather conditions that play a factor in this also.
BrinTPjveZY_7-3-rgb_front,We're going to start it in a couple of different places.
BrinTPjveZY_9-3-rgb_front,But that is not the case.
BsN-7BOFXX4_1-3-rgb_front,They go all over the place.
BsN-7BOFXX4_10-3-rgb_front,That's not an airplane flight.
BsN-7BOFXX4_3-3-rgb_front,I've learned that there is a simple metaphor.
BsiR_MleDvc_5-5-rgb_front,Tighten it up a bit test it some more.
BsqkSfnVDc0_10-8-rgb_front,She neutralizes by pulling the inside hand down.
BsqkSfnVDc0_13-8-rgb_front,This is how we do women's self defense.
Bu1-_fPoQ3Q_3-3-rgb_front,The second stroke is the cap.
BuBhhM2a0bw_10-8-rgb_front,Milk can be very softening and soothing.
BuBhhM2a0bw_11-8-rgb_front,It's also very hydrating.
BuBhhM2a0bw_14-8-rgb_front,"Instead of using cows milk, you can use soy milk as well."
BwF27cuWJwM_1-8-rgb_front,"With this, it's done with very much intention."
C-i06Ssh0l8_0-8-rgb_front,"Hello, this is JB."
C-i06Ssh0l8_6-8-rgb_front,How do you do that?
C-i06Ssh0l8_7-8-rgb_front,There's a few different techniques.
C-i06Ssh0l8_8-8-rgb_front,I'm going to show you the basic techniques.
C1qblYh-23I_1-5-rgb_front,I'm going to use a pillow here.
C1qblYh-23I_2-5-rgb_front,I'm going to place it between us.
C225XSGIOXQ_10-1-rgb_front,"Okay, one more time."
C225XSGIOXQ_10-2-rgb_front,"Okay, one more time."
C225XSGIOXQ_11-1-rgb_front,Spotting your partner.
C225XSGIOXQ_11-2-rgb_front,Spotting your partner.
C225XSGIOXQ_12-1-rgb_front,Nice.
C225XSGIOXQ_12-2-rgb_front,Nice.
C225XSGIOXQ_7-1-rgb_front,So what you're going to do is keep your eyes on your partner.
C225XSGIOXQ_9-2-rgb_front,"So you're going to look at him, keep your head looking at him, and then bring it back around."
C3W-CV8OHZ4_3-3-rgb_front,"Sometimes we argue, sometimes we laugh."
C5tmJXRemUM_0-8-rgb_front,"So you got fine, thin hair, it's straight."
C5tmJXRemUM_5-8-rgb_front,Well I can help you avoid that.
C5tmJXRemUM_7-8-rgb_front,It's just going to fry your hair.
C6xUOMqgRxw_12-8-rgb_front,So I put that down there just because it's a way to keep it out of the way.
C6xUOMqgRxw_14-8-rgb_front,Where youâre doing your cutting.
C7IMvM4BwI8_1-8-rgb_front,Hi everyone.
C7IMvM4BwI8_19-8-rgb_front,I'm Russ Handler.
C7IMvM4BwI8_2-8-rgb_front,My name is Russ Handler.
C7IMvM4BwI8_20-8-rgb_front,Have a great day.
C7IMvM4BwI8_21-8-rgb_front,"If you don't mind, I need to make a phone call."
C7IMvM4BwI8_3-8-rgb_front,Hope you're havin' a great day.
C7IMvM4BwI8_4-8-rgb_front,"So, you want to make an international phone call?"
